,Home Score SMA,Home At-bats SMA,Home Hits SMA,Home Doubles SMA,Home Triples SMA,Home Homeruns SMA,Home RBIs SMA,Home Sacrifice Hits SMA,Home Sacrifice Flies SMA,Home Hit-by-pitch SMA,Home Walks SMA,Home Intentional Walks SMA,Home Strikeouts SMA,Home Stolen Bases SMA,Home Caught Stealing SMA,Home Grounded into DP SMA,Home Left on Base SMA,Home Pitchers Used SMA,Home Individual Earned Runs SMA,Home Earned Runs SMA,Home Wild Pitches SMA,Home Balks SMA,Home Putouts SMA,Home Assists SMA,Home Errors SMA,Home Passed Balls SMA,Home Double Plays SMA,Home Triple Plays SMA,Visiting Score SMA,Visiting At-bats SMA,Visiting Hits SMA,Visiting Doubles SMA,Visiting Triples SMA,Visiting Homeruns SMA,Visiting RBIs SMA,Visiting Sacrifice Hits SMA,Visiting Sacrifice Flies SMA,Visiting Hit-by-pitch SMA,Visiting Walks SMA,Visiting Intentional Walks SMA,Visiting Strikeouts SMA,Visiting Stolen Bases SMA,Visiting Caught Stealing SMA,Visiting Grounded into DP SMA,Visiting Left on Base SMA,Visiting Pitchers Used SMA,Visiting Individual Earned Runs SMA,Visiting Earned Runs SMA,Visiting Wild Pitches SMA,Visiting Balks SMA,Visiting Putouts SMA,Visiting Assists SMA,Visiting Errors SMA,Visiting Passed Balls SMA,Visiting Double Plays SMA,Visiting Triple Plays SMA
698,3.8,31.9,6.6,1.6,0.4,0.5,3.5,0.4,0.2,0.3,3.5,0.2,7.4,0.9,0.2,0.4,6.7,3.5,3.2,3.2,0.1,0.0,27.0,11.8,0.3,0.2,0.6,0.0,4.8,35.9,9.3,1.9,0.2,1.2,4.5,0.5,0.6,0.6,2.4,0.2,7.4,0.5,0.1,0.5,7.1,4.6,3.9,3.9,0.2,0.0,26.7,11.4,0.4,0.0,1.2,0.0
699,3.9,34.5,9.8,2.4,0.2,0.6,3.5,0.1,0.2,0.4,3.1,0.4,7.1,0.6,0.0,0.7,8.8,3.8,3.2,3.2,0.2,0.1,27.3,9.7,0.6,0.0,1.1,0.0,4.5,35.3,9.9,1.2,0.0,1.0,4.5,0.1,0.4,0.3,2.3,0.1,6.7,0.3,0.1,0.9,6.9,4.4,3.8,3.8,0.5,0.0,25.0,9.3,0.9,0.0,0.8,0.0
700,4.0,33.3,9.2,1.5,0.5,0.2,3.6,0.1,0.4,0.3,1.9,0.3,7.6,0.4,0.0,0.6,6.7,4.1,3.5,3.5,0.3,0.0,27.0,10.5,0.5,0.2,0.9,0.0,2.8,32.5,6.6,1.2,0.1,1.1,2.7,0.5,0.2,0.1,2.7,0.2,9.2,0.6,0.0,0.6,6.2,4.3,4.7,4.5,0.5,0.0,24.9,8.4,0.5,0.2,0.5,0.0
701,5.6,32.8,9.2,2.1,0.1,1.3,5.4,0.5,0.4,0.4,3.2,0.3,6.5,0.6,0.1,1.6,5.7,3.6,4.1,4.1,0.2,0.0,27.6,10.9,0.4,0.1,1.1,0.0,3.4,35.6,8.5,2.2,0.0,0.9,3.2,0.4,0.2,0.6,1.7,0.2,8.8,0.6,0.5,0.7,6.3,3.9,2.8,2.8,0.1,0.0,27.6,10.2,1.0,0.3,0.6,0.0
702,3.2,32.7,7.4,1.4,0.1,0.6,2.9,0.3,0.3,0.3,4.1,0.1,6.1,0.7,0.3,1.0,7.8,4.4,2.5,2.5,0.1,0.0,28.2,9.9,1.0,0.0,1.1,0.0,3.5,33.9,8.3,2.2,0.2,1.2,3.3,0.3,0.2,0.5,1.9,0.0,8.0,0.4,0.3,0.6,6.0,4.0,5.0,5.0,0.6,0.0,25.7,10.5,0.7,0.0,0.8,0.0
703,3.6,32.2,7.7,1.5,0.1,1.0,3.6,0.3,0.2,0.0,3.3,0.1,8.2,0.3,0.0,0.8,6.6,3.8,3.6,3.6,0.5,0.0,27.0,9.2,0.4,0.1,0.5,0.0,3.7,33.9,8.1,1.9,0.3,0.8,3.6,0.1,0.5,0.2,2.8,0.0,7.7,0.3,0.1,0.5,6.8,3.9,5.4,5.4,0.8,0.0,24.9,8.6,0.2,0.1,0.7,0.0
704,3.4,32.2,7.3,1.6,0.2,0.6,3.1,0.0,0.2,0.3,3.4,0.2,9.4,0.6,0.3,0.5,7.4,3.2,3.2,3.2,0.3,0.1,27.0,9.4,0.2,0.0,0.8,0.0,4.8,37.2,9.9,2.2,0.1,0.5,4.4,0.3,0.5,0.7,2.3,0.1,7.1,0.9,0.1,0.8,7.7,3.8,4.4,4.4,0.2,0.0,27.3,8.6,0.3,0.0,0.8,0.0
705,6.1,33.1,8.8,1.6,0.1,1.9,5.8,0.1,0.2,0.3,4.2,0.2,6.3,0.2,0.4,0.5,6.6,3.6,3.3,3.3,0.2,0.0,27.0,10.2,0.3,0.1,0.9,0.0,4.2,35.0,8.8,1.3,0.1,0.2,4.1,0.2,0.3,0.5,3.0,0.2,6.3,0.6,0.4,0.7,6.9,3.3,3.0,3.0,0.4,0.0,27.0,9.3,0.5,0.0,0.9,0.0
706,2.9,31.7,6.7,1.5,0.0,0.8,2.8,0.0,0.1,0.4,1.8,0.0,8.7,0.5,0.5,0.6,5.0,3.1,3.6,3.6,0.3,0.0,27.0,10.8,0.5,0.0,1.0,0.0,4.7,35.7,10.2,2.4,0.4,0.4,4.4,0.5,0.2,0.1,2.0,0.2,6.5,0.9,0.6,0.6,6.8,3.5,3.1,3.1,0.3,0.1,26.3,8.3,0.6,0.1,0.4,0.0
707,3.3,32.9,7.1,1.6,0.1,0.7,3.1,0.4,0.2,0.5,2.4,0.2,7.0,0.3,0.1,1.0,6.1,4.0,4.6,4.6,0.3,0.0,27.9,10.7,0.7,0.0,0.9,0.0,4.0,34.2,7.7,1.8,0.4,0.5,3.7,0.4,0.1,0.5,3.0,0.1,8.6,0.6,0.0,0.6,6.6,3.0,2.2,2.2,0.1,0.1,26.6,9.8,0.3,0.0,1.0,0.0
708,3.6,31.0,7.1,1.2,0.0,1.0,3.5,0.1,0.4,0.9,3.7,0.1,8.9,0.6,0.3,0.8,7.0,3.9,3.4,3.4,0.2,0.1,27.3,11.4,0.6,0.2,0.8,0.0,2.5,32.6,7.2,1.6,0.4,0.6,2.5,0.1,0.3,0.2,2.5,0.1,7.7,0.3,0.3,1.1,5.9,3.2,4.4,4.4,0.6,0.1,24.7,7.1,0.5,0.1,0.5,0.0
709,2.8,33.0,8.0,1.4,0.0,1.1,2.8,0.3,0.0,0.1,2.6,0.2,8.9,0.3,0.1,0.5,7.1,3.4,3.4,3.4,0.2,0.0,27.6,11.5,0.7,0.1,1.9,0.0,5.2,34.4,9.0,2.0,0.1,1.7,5.1,0.2,0.2,0.1,4.2,0.2,5.2,0.5,0.3,1.1,6.9,4.0,2.9,2.9,0.0,0.0,26.4,9.6,0.7,0.0,1.0,0.0
710,3.8,36.5,8.3,1.3,0.1,0.9,3.7,0.6,0.2,0.1,3.1,0.4,9.3,0.8,0.1,0.7,7.3,4.6,3.5,3.5,0.0,0.0,30.6,8.7,0.7,0.0,0.6,0.0,2.6,32.7,6.6,1.5,0.1,0.6,2.6,0.3,0.0,0.6,2.1,0.0,7.9,0.2,0.4,0.4,6.1,3.6,4.4,4.4,0.5,0.1,24.9,9.4,0.5,0.0,1.1,0.0
711,3.8,33.5,9.6,1.8,0.3,1.0,3.8,0.1,0.4,0.1,3.0,0.2,4.7,0.4,0.4,1.2,7.2,4.3,5.4,5.4,0.3,0.0,27.0,11.1,0.9,0.0,1.3,0.0,4.0,34.4,8.7,1.5,0.1,1.1,3.9,0.0,0.2,0.6,2.5,0.1,8.8,0.3,0.1,1.2,6.7,3.4,3.0,3.0,0.2,0.0,25.9,9.6,0.4,0.0,1.2,0.0
712,3.1,33.2,7.5,1.1,0.2,0.9,3.0,0.2,0.1,0.0,3.1,0.3,8.0,0.2,0.1,1.2,6.3,3.8,4.1,4.1,0.4,0.2,28.2,10.7,1.0,0.1,1.6,0.0,4.1,36.2,9.3,1.2,0.1,1.1,4.1,0.5,0.1,0.6,3.1,0.3,8.6,0.2,0.6,0.6,8.2,4.3,3.8,3.8,0.6,0.1,27.0,10.8,0.7,0.0,0.2,0.0
713,3.8,31.9,7.1,1.4,0.4,0.6,3.6,0.5,0.2,0.4,3.8,0.1,7.6,0.8,0.2,0.5,7.2,3.6,3.2,3.2,0.2,0.0,27.0,11.8,0.3,0.1,0.6,0.0,4.9,35.7,9.9,2.0,0.2,1.1,4.6,0.5,0.6,0.6,2.2,0.2,7.7,0.5,0.0,0.5,7.5,4.4,4.1,4.1,0.1,0.0,25.8,10.6,0.3,0.0,1.2,0.0
714,4.7,34.5,10.3,2.8,0.3,0.7,4.4,0.1,0.2,0.4,3.5,0.4,6.8,0.4,0.0,0.8,8.7,3.6,2.9,2.9,0.2,0.1,27.3,9.6,0.7,0.0,0.9,0.0,4.6,35.4,9.8,1.5,0.0,1.1,4.6,0.1,0.4,0.3,2.1,0.1,6.7,0.2,0.1,0.8,6.7,4.6,4.5,4.5,0.6,0.0,25.0,10.1,0.8,0.0,0.9,0.0
715,4.0,33.4,9.5,1.8,0.4,0.1,3.5,0.1,0.4,0.3,2.1,0.4,7.4,0.3,0.1,0.7,7.0,4.2,3.4,3.4,0.4,0.0,27.0,10.2,0.4,0.2,0.8,0.0,3.3,32.6,6.8,1.1,0.1,1.0,3.1,0.5,0.2,0.1,2.9,0.3,9.0,0.6,0.2,0.6,6.0,4.5,4.8,4.6,0.6,0.0,25.2,8.6,0.7,0.2,0.6,0.0
716,6.0,33.2,9.5,2.2,0.1,1.4,5.8,0.4,0.3,0.5,3.2,0.2,6.7,0.5,0.1,1.5,5.6,3.6,3.9,3.9,0.2,0.0,27.6,11.2,0.8,0.1,1.0,0.0,3.6,33.6,8.1,1.9,0.0,0.8,3.4,0.5,0.3,0.4,1.4,0.1,8.0,0.5,0.5,0.6,5.6,3.7,3.1,3.1,0.1,0.0,25.8,10.0,0.8,0.2,0.8,0.0
717,3.3,32.9,7.7,1.6,0.0,0.6,3.1,0.3,0.3,0.3,4.1,0.1,6.0,0.7,0.2,1.1,7.9,4.5,2.4,2.4,0.2,0.0,28.2,9.8,0.9,0.0,0.8,0.0,3.1,33.2,7.7,2.1,0.2,1.0,2.9,0.3,0.2,0.5,1.9,0.0,8.5,0.3,0.3,0.6,6.0,3.9,4.8,4.8,0.6,0.0,25.2,9.4,0.7,0.0,0.8,0.0
718,3.5,32.2,7.7,1.4,0.1,1.0,3.5,0.3,0.2,0.1,3.1,0.1,8.9,0.4,0.0,0.8,6.6,4.1,3.8,3.8,0.7,0.0,27.0,9.9,0.4,0.1,0.6,0.0,3.9,34.3,8.4,2.1,0.3,0.7,3.7,0.1,0.5,0.2,2.9,0.0,7.7,0.3,0.2,0.5,7.1,4.0,5.6,5.6,0.7,0.0,24.9,8.6,0.1,0.1,0.6,0.0
719,2.9,32.2,7.1,1.4,0.2,0.6,2.6,0.0,0.2,0.3,3.5,0.2,9.3,0.5,0.3,0.5,7.7,3.2,3.6,3.6,0.3,0.1,27.0,8.9,0.2,0.0,0.8,0.0,5.6,38.2,11.0,2.5,0.1,0.7,5.0,0.3,0.5,0.5,2.0,0.1,7.3,0.7,0.1,0.9,7.4,3.8,3.9,3.9,0.3,0.0,27.6,8.3,0.4,0.0,0.8,0.0
720,5.5,32.3,7.9,1.2,0.1,1.6,5.2,0.1,0.2,0.3,4.3,0.2,6.5,0.2,0.4,0.4,6.5,3.5,3.3,3.3,0.2,0.0,27.0,10.1,0.4,0.1,0.8,0.0,3.7,34.2,8.4,1.4,0.1,0.2,3.5,0.1,0.1,0.4,2.9,0.1,6.1,0.5,0.3,0.7,7.0,3.0,3.2,3.2,0.4,0.0,25.8,8.7,0.4,0.2,0.8,0.0
721,2.8,31.9,6.9,1.4,0.0,0.7,2.8,0.0,0.2,0.4,1.2,0.0,9.0,0.5,0.5,0.7,4.8,3.3,3.4,3.4,0.3,0.0,27.0,11.0,0.5,0.0,1.0,0.0,3.9,34.8,9.3,2.3,0.2,0.3,3.7,0.5,0.2,0.1,1.9,0.2,6.6,0.9,0.5,0.5,6.6,3.5,3.2,3.2,0.3,0.1,26.3,8.2,0.8,0.1,0.5,0.0
722,3.3,31.6,6.9,1.6,0.0,0.8,3.1,0.4,0.1,0.4,2.7,0.3,6.9,0.3,0.0,0.9,6.1,3.8,4.1,4.1,0.3,0.0,27.0,9.7,0.7,0.0,1.0,0.0,3.9,34.0,7.6,1.9,0.4,0.4,3.6,0.3,0.1,0.3,3.2,0.1,8.6,0.5,0.0,0.8,6.4,3.1,2.3,2.3,0.2,0.1,26.6,10.4,0.3,0.1,0.9,0.0
723,4.0,31.0,7.3,1.4,0.0,0.9,3.9,0.1,0.4,0.9,3.8,0.1,8.7,0.4,0.3,0.9,6.7,4.0,3.6,3.6,0.2,0.1,27.3,11.8,0.6,0.2,0.8,0.0,2.6,33.0,7.7,1.8,0.4,0.6,2.6,0.1,0.3,0.2,2.3,0.1,7.0,0.3,0.4,1.1,6.0,3.4,4.1,4.1,0.8,0.1,24.7,7.5,0.5,0.1,0.6,0.0
724,3.1,32.6,7.9,1.4,0.0,1.2,3.1,0.3,0.1,0.1,2.6,0.2,8.2,0.3,0.1,0.5,6.8,3.5,2.7,2.7,0.2,0.0,27.6,11.6,0.6,0.1,1.9,0.0,5.0,34.4,9.1,1.7,0.1,1.6,4.9,0.2,0.1,0.2,3.7,0.1,5.4,0.5,0.3,1.3,6.6,3.8,2.9,2.9,0.0,0.0,26.1,8.7,0.8,0.0,0.9,0.0
725,3.9,36.3,8.4,1.4,0.2,1.0,3.7,0.6,0.2,0.1,3.0,0.3,9.0,0.8,0.1,0.7,7.1,4.6,3.6,3.6,0.0,0.0,30.6,8.5,0.5,0.0,0.6,0.0,3.0,32.7,6.9,1.4,0.1,0.9,3.0,0.4,0.0,0.6,2.3,0.0,8.0,0.2,0.4,0.5,6.0,3.6,4.6,4.6,0.4,0.1,24.9,9.7,0.6,0.0,1.1,0.0
726,4.3,34.3,10.5,2.1,0.4,1.0,4.3,0.1,0.5,0.1,3.1,0.0,4.9,0.5,0.4,1.2,7.7,4.5,6.1,6.1,0.4,0.0,27.0,10.2,1.0,0.1,1.1,0.0,4.8,35.2,9.5,1.5,0.2,1.2,4.6,0.0,0.2,0.5,3.0,0.1,8.4,0.3,0.1,1.2,7.1,3.6,3.4,3.4,0.1,0.0,25.9,9.6,0.4,0.0,1.2,0.0
727,3.3,33.1,7.5,1.0,0.3,1.0,3.2,0.2,0.1,0.1,3.2,0.3,8.0,0.2,0.1,1.4,6.1,3.8,4.6,4.6,0.4,0.2,28.2,10.7,0.8,0.1,1.7,0.0,4.7,37.0,10.5,1.3,0.1,1.3,4.7,0.7,0.1,0.7,2.6,0.3,8.7,0.2,0.6,0.7,8.2,4.2,4.0,4.0,0.2,0.1,27.3,11.3,0.6,0.0,0.5,0.0
728,3.8,31.9,7.1,1.4,0.3,0.6,3.6,0.5,0.2,0.3,3.6,0.1,7.5,0.9,0.2,0.4,6.9,3.7,3.3,3.3,0.3,0.0,27.0,11.9,0.3,0.1,0.5,0.0,5.1,35.9,10.0,2.1,0.2,1.3,4.8,0.5,0.5,0.6,2.1,0.2,7.3,0.5,0.0,0.5,7.3,4.4,4.3,4.3,0.1,0.0,25.8,10.2,0.3,0.0,1.2,0.0
729,4.5,34.2,10.0,2.8,0.3,0.6,4.2,0.0,0.2,0.4,3.5,0.4,6.6,0.5,0.0,0.9,8.5,3.6,2.3,2.3,0.1,0.1,27.3,9.2,0.6,0.0,0.6,0.0,4.8,35.8,10.0,1.8,0.0,1.1,4.7,0.2,0.4,0.5,2.4,0.1,7.1,0.4,0.0,0.6,7.5,4.5,4.5,4.5,0.5,0.0,25.3,10.8,0.8,0.0,1.2,0.0
730,4.0,33.9,9.6,1.7,0.4,0.3,3.5,0.1,0.3,0.3,2.0,0.4,7.6,0.0,0.1,0.8,7.0,4.4,3.9,3.9,0.4,0.0,27.0,9.7,0.4,0.2,0.9,0.0,3.6,32.8,7.2,1.4,0.1,1.0,3.4,0.5,0.2,0.1,3.1,0.3,8.4,0.6,0.3,0.6,6.1,4.6,4.9,4.7,0.5,0.0,25.5,8.6,0.8,0.2,0.7,0.0
731,6.0,33.2,9.4,2.3,0.1,1.3,5.8,0.4,0.3,0.5,3.0,0.2,6.2,0.5,0.1,1.4,5.4,3.5,3.8,3.8,0.2,0.0,27.6,10.9,0.7,0.1,0.9,0.0,3.4,33.3,8.0,1.8,0.0,0.9,3.2,0.4,0.2,0.3,1.4,0.1,8.5,0.5,0.7,0.7,5.2,3.8,2.8,2.8,0.2,0.0,25.8,9.6,0.4,0.2,0.8,0.0
732,3.1,32.5,7.2,1.4,0.0,0.5,2.9,0.3,0.3,0.4,4.1,0.1,6.8,0.6,0.2,1.0,7.8,4.3,2.7,2.7,0.3,0.0,28.2,10.4,0.9,0.0,1.0,0.0,3.1,33.0,7.4,1.8,0.2,0.9,2.8,0.3,0.2,0.5,2.6,0.0,8.3,0.4,0.3,0.6,6.5,3.8,4.2,4.2,0.7,0.0,25.3,8.9,0.6,0.0,0.7,0.0
733,4.0,34.2,8.7,1.3,0.2,1.1,4.0,0.4,0.2,0.1,3.7,0.4,9.4,0.4,0.0,0.9,7.6,4.6,4.2,4.2,0.8,0.0,28.2,10.3,0.5,0.2,0.7,0.0,4.4,35.7,8.9,1.8,0.3,0.8,4.3,0.2,0.5,0.3,3.1,0.0,7.5,0.4,0.2,0.6,7.2,4.3,5.8,5.8,0.6,0.1,26.1,9.2,0.2,0.1,0.7,0.0
734,6.3,33.0,8.8,1.3,0.1,1.6,6.0,0.1,0.2,0.4,4.3,0.2,6.8,0.2,0.4,0.3,6.8,3.6,3.4,3.4,0.1,0.0,27.0,10.0,0.5,0.1,1.0,0.0,2.8,33.6,8.2,1.9,0.1,0.3,2.7,0.4,0.2,0.1,1.4,0.2,6.8,0.9,0.5,0.5,5.9,3.5,3.3,3.3,0.3,0.0,26.0,8.1,0.7,0.1,0.6,0.0
735,3.0,32.5,7.7,1.8,0.0,0.6,3.0,0.1,0.3,0.3,1.2,0.0,8.7,0.5,0.5,0.6,5.3,3.3,3.4,3.4,0.3,0.0,27.0,11.4,0.5,0.0,0.9,0.0,2.8,32.0,6.8,1.6,0.2,0.8,2.5,0.5,0.2,0.6,3.0,0.0,7.4,0.5,0.3,0.7,6.5,3.7,4.2,4.2,0.8,0.0,25.0,8.1,0.5,0.0,0.6,0.0
736,3.2,31.0,6.8,1.6,0.1,0.8,3.1,0.6,0.2,0.4,2.8,0.2,6.4,0.3,0.0,1.0,6.0,4.1,4.3,4.3,0.4,0.0,27.0,9.5,0.7,0.0,0.9,0.0,4.4,37.2,8.5,1.8,0.0,0.8,4.1,0.6,0.3,0.3,5.2,1.0,9.7,1.0,0.5,0.8,8.6,4.9,4.0,4.0,0.6,0.0,28.8,9.8,0.7,0.0,0.9,0.0
737,5.8,35.8,10.9,1.9,0.1,1.1,5.5,0.5,0.4,0.3,3.8,0.1,6.3,1.0,0.0,1.3,7.7,5.1,4.5,4.5,0.4,0.0,29.4,10.0,0.6,0.2,1.3,0.0,4.6,36.7,9.7,1.7,0.3,1.0,4.5,0.2,0.5,0.4,3.0,0.0,8.0,0.3,0.1,0.5,8.0,4.6,6.2,6.2,0.7,0.1,26.1,8.8,0.3,0.1,0.5,0.0
738,3.8,34.8,8.5,2.1,0.1,0.8,3.5,0.3,0.4,0.4,4.3,0.5,7.8,0.6,0.0,0.7,8.8,4.2,4.1,4.1,0.3,0.0,28.8,7.4,0.4,0.1,0.1,0.0,5.1,35.7,10.0,1.9,0.1,1.5,5.1,0.3,0.5,0.4,2.8,0.2,7.1,0.3,0.2,1.0,7.0,4.1,4.5,4.4,0.5,0.0,26.3,9.5,0.9,0.0,1.3,0.0
739,4.2,33.6,8.7,2.1,0.2,0.8,3.7,0.5,0.2,0.2,3.1,0.2,7.5,0.6,0.1,0.8,7.2,3.7,3.4,3.4,0.1,0.0,27.6,11.5,0.7,0.0,1.2,0.0,4.5,36.5,9.8,2.4,0.2,0.6,4.4,0.3,0.4,0.7,2.1,0.2,7.9,1.0,0.2,0.8,7.3,3.9,3.9,3.9,0.3,0.0,27.0,10.3,0.6,0.0,1.1,0.0
740,4.5,33.9,10.2,2.0,0.5,1.0,4.5,0.1,0.7,0.1,3.4,0.1,5.0,0.6,0.3,1.3,7.7,4.4,5.3,5.3,0.5,0.0,27.0,9.8,0.8,0.1,0.9,0.0,5.5,36.2,10.2,2.3,0.1,0.9,5.1,0.1,0.3,0.6,2.4,0.1,6.7,0.5,0.2,1.0,6.8,3.7,3.8,3.8,0.3,0.1,26.4,7.4,0.4,0.0,0.6,0.0
741,3.1,33.1,7.6,1.2,0.3,0.6,3.0,0.4,0.2,0.1,3.2,0.4,7.9,0.2,0.1,1.5,6.4,3.9,3.9,3.9,0.4,0.0,28.5,11.3,0.7,0.1,1.9,0.0,3.3,33.2,7.5,1.6,0.1,1.0,3.3,0.4,0.0,0.5,1.8,0.0,7.9,0.2,0.4,0.4,5.6,3.4,4.4,4.4,0.2,0.1,25.2,9.7,0.5,0.0,1.1,0.0
742,3.9,32.3,7.6,1.4,0.3,0.5,3.8,0.4,0.2,0.4,3.7,0.1,7.0,0.9,0.3,0.4,7.3,3.7,3.4,3.4,0.3,0.0,27.0,11.4,0.4,0.0,0.5,0.0,4.1,32.9,7.6,1.5,0.2,0.9,3.9,0.6,0.2,0.2,3.3,0.3,8.8,0.5,0.3,0.6,6.1,4.8,5.5,5.3,0.6,0.0,25.5,8.5,0.9,0.2,0.9,0.0
743,4.3,33.9,9.5,2.4,0.3,0.5,4.0,0.0,0.2,0.4,3.9,0.4,7.0,0.5,0.1,1.0,8.2,3.8,2.1,2.1,0.2,0.1,27.9,9.2,0.5,0.0,0.6,0.0,4.5,35.0,9.2,1.7,0.2,0.9,4.3,0.0,0.2,0.5,3.2,0.1,8.0,0.2,0.1,1.2,7.4,3.6,3.6,3.6,0.1,0.0,25.8,8.9,0.5,0.0,1.3,0.0
744,4.2,34.6,9.0,1.4,0.2,1.1,4.1,0.3,0.3,0.1,3.6,0.5,9.5,0.5,0.0,0.7,7.7,4.6,4.1,4.1,0.8,0.0,28.2,10.2,0.6,0.1,0.6,0.0,3.8,35.0,8.6,2.0,0.1,0.9,3.6,0.4,0.4,0.6,2.8,0.3,8.1,0.7,0.0,0.6,7.8,3.2,5.6,5.6,0.2,0.0,25.5,9.5,0.5,0.0,0.5,0.0
745,3.0,32.9,7.5,1.6,0.3,0.5,2.6,0.0,0.2,0.3,3.5,0.2,9.1,0.5,0.3,0.5,8.0,3.2,4.1,4.1,0.3,0.1,27.0,9.0,0.2,0.0,0.8,0.0,4.8,34.2,8.4,2.0,0.2,1.2,4.7,0.2,0.2,0.3,2.6,0.2,9.3,0.1,0.0,0.7,5.7,3.8,3.0,3.0,0.1,0.0,26.3,10.4,1.0,0.0,1.3,0.0
746,6.1,33.4,9.2,1.7,0.1,1.3,5.8,0.1,0.2,0.4,4.6,0.3,6.8,0.3,0.4,0.3,7.3,3.8,4.7,4.7,0.2,0.0,27.0,10.4,0.7,0.1,1.1,0.0,3.5,34.0,8.7,1.8,0.1,0.7,3.5,0.6,0.3,0.1,1.5,0.1,6.8,0.7,0.5,0.6,6.0,3.8,3.9,3.9,0.4,0.0,26.0,7.8,0.8,0.1,0.6,0.0
747,3.0,32.3,7.8,1.8,0.0,0.6,3.0,0.1,0.2,0.4,1.8,0.0,8.4,0.9,0.5,0.7,6.0,3.2,2.8,2.8,0.2,0.0,27.0,10.9,0.4,0.1,0.9,0.0,2.3,31.1,6.2,1.5,0.0,0.8,2.0,0.5,0.2,0.5,3.1,0.0,7.3,0.5,0.3,0.8,6.1,3.6,3.5,3.5,0.5,0.0,25.0,8.1,0.4,0.0,0.7,0.0
748,3.4,30.4,6.7,1.4,0.2,0.8,3.3,0.5,0.2,0.3,2.8,0.2,6.2,0.3,0.0,1.1,5.3,4.0,3.7,3.7,0.4,0.0,27.0,9.8,0.7,0.0,0.9,0.0,4.1,35.4,8.2,1.7,0.0,0.8,3.8,0.5,0.4,0.3,4.7,0.9,8.5,0.9,0.4,0.9,8.1,4.5,4.2,4.2,0.6,0.0,27.3,9.6,0.4,0.0,0.8,0.0
749,5.9,35.2,10.7,1.8,0.1,1.1,5.6,0.6,0.4,0.2,3.4,0.1,6.0,0.9,0.0,1.3,6.9,4.7,3.7,3.7,0.4,0.0,29.4,10.2,0.4,0.1,1.1,0.0,4.2,36.1,9.1,1.6,0.1,0.9,4.1,0.2,0.5,0.4,3.0,0.0,8.6,0.5,0.2,0.3,7.8,4.3,6.1,6.1,0.6,0.1,25.8,9.1,0.3,0.1,0.6,0.0
750,3.7,32.5,8.0,2.1,0.1,1.1,3.5,0.4,0.3,0.3,4.3,0.4,6.9,0.5,0.0,0.6,8.3,4.3,4.0,4.0,0.3,0.0,27.0,6.6,0.3,0.1,0.0,0.0,4.8,34.9,9.4,1.6,0.0,1.5,4.8,0.4,0.5,0.4,2.9,0.2,7.4,0.3,0.2,0.8,7.0,3.9,4.4,4.3,0.5,0.0,25.7,9.2,0.8,0.0,1.1,0.0
751,3.3,33.0,8.1,1.7,0.2,0.6,2.8,0.5,0.2,0.2,2.8,0.2,7.5,0.6,0.1,1.1,6.9,3.7,4.0,4.0,0.3,0.0,27.6,12.4,0.5,0.0,1.4,0.0,5.3,36.4,9.9,2.3,0.4,0.7,5.1,0.3,0.4,0.8,2.3,0.2,7.4,1.0,0.3,0.9,6.7,3.9,4.0,4.0,0.3,0.0,27.3,10.3,0.6,0.0,1.3,0.0
752,4.9,34.0,10.4,2.1,0.5,1.1,4.9,0.2,0.7,0.1,3.2,0.1,5.5,0.6,0.2,1.3,7.3,4.2,5.2,5.2,0.5,0.0,27.0,10.9,0.8,0.1,1.1,0.0,6.3,37.4,11.3,2.5,0.1,1.0,5.7,0.2,0.2,0.7,2.5,0.1,6.4,0.5,0.1,1.0,7.4,3.8,4.2,4.2,0.3,0.1,26.7,7.9,0.4,0.0,0.6,0.0
753,3.3,34.8,7.8,1.0,0.4,0.7,3.2,0.4,0.3,0.1,3.5,0.5,8.8,0.4,0.1,1.4,6.8,4.3,4.3,4.3,0.2,0.0,29.7,11.2,0.7,0.1,1.8,0.0,3.3,34.5,7.6,1.5,0.1,1.0,3.3,0.4,0.0,0.5,1.6,0.0,8.6,0.2,0.5,0.3,5.5,3.8,3.7,3.7,0.2,0.1,26.7,9.3,0.4,0.0,0.9,0.0
754,4.2,32.8,8.4,1.3,0.3,0.5,4.0,0.4,0.2,0.4,3.8,0.1,6.8,0.6,0.4,0.3,7.9,3.7,2.9,2.9,0.3,0.0,27.0,10.6,0.3,0.0,0.4,0.0,4.2,32.9,7.6,1.7,0.2,1.0,4.0,0.5,0.2,0.2,3.3,0.3,8.8,0.5,0.3,0.6,5.9,4.8,5.4,5.2,0.6,0.1,25.5,8.8,1.2,0.3,0.9,0.0
755,4.2,33.3,9.4,2.3,0.3,0.4,3.9,0.0,0.3,0.4,4.2,0.4,7.0,0.5,0.1,1.0,8.4,3.8,1.4,1.4,0.2,0.1,27.9,9.4,0.5,0.0,0.6,0.0,4.4,34.6,9.0,1.8,0.2,0.9,4.2,0.0,0.2,0.6,3.3,0.1,7.3,0.4,0.1,1.1,7.3,3.6,3.4,3.4,0.1,0.0,25.8,8.7,0.4,0.0,1.1,0.0
